#course-code, format, duration, section, times, days, location, room1, room2, instructor
HLSC4P99,LEC,3,1,1900-2200,  T    ,STH204,STH204,,Faught Brent E.
IASC1F01,LEC,1,1,1000-1200,    R  ,STH217,STH217,,HawreliakJason / Mauro Aaron
IASC1F01,LAB  1,1,1,1300-1500,   W   ,TH269J,TH269J,,
IASC1F01,LAB  2,1,1,1000-1200,  T    ,TH269J,TH269J,,
IASC1F01,LAB  3,1,1,900 -1100,   W   ,TH269J,TH269J,,
IASC1F02,ASY,1,1,,       ,ASYNC,ASYNC,,Kennedy Tracy
IASC1F02,SEM  1,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  2,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  3,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  4,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  5,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  6,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  7,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  8,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM  9,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 10,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 11,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 12,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 13,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 14,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 15,1,1,,       ,ASYNC,ASYNC,,
IASC1F02,SEM 16,1,1,,       ,ASYNC,ASYNC,,
IASC1P00,SYN,2,1,1300-1430,M      ,SYNC,SYNC,,Foxwell Earl
IASC1P00,SYN,2,1,1300-1430,M      ,SYNC,SYNC,,Foxwell Earl
IASC1P00,SYN2,2,1,1500-1630,  W    ,SYNC,SYNC,,Foxwell Earl
IASC1P00,SYN2,2,1,1500-1630,  W    ,SYNC,SYNC,,Foxwell Earl
IASC1P00,LAB  1,2,1,1000-1200, T     ,SYNC,SYNC,,
IASC1P00,LAB  2,2,1,1400-1600,    F  ,SYNC,SYNC,,
IASC1P00,LAB  3,2,1,1600-1800, T     ,SYNC,SYNC,,
IASC1P00,LAB  4,2,1,1200-1400,  W    ,SYNC,SYNC,,
IASC1P00,LAB  5,2,1,1400-1600, T     ,SYNC,SYNC,,
IASC1P00,TUT  1,2,1,900 -1000, T     ,SYNC,SYNC,,
IASC1P00,LEC,3,1,1300-1430,   R   ,WH324,WH324,,Foxwell Earl
IASC1P00,LEC,3,1,1300-1430,   R   ,WH324,WH324,,Foxwell Earl
IASC1P00,LEC2,3,1,1330-1500, T     ,WH324,WH324,,Foxwell Earl
IASC1P00,LEC2,3,1,1330-1500, T     ,WH324,WH324,,Foxwell Earl
IASC1P00,LAB  1,3,1,1100-1300, T     ,MCJ310,MCJ310,,
IASC1P00,LAB  2,3,1,1300-1500,  W    ,MCJ310,MCJ310,,
IASC1P00,LAB  3,3,1,1400-1600,    F  ,MCJ310,MCJ310,,
IASC1P00,LAB  4,3,1,1500-1700,   R   ,MCJ310,MCJ310,,
IASC1P00,LAB  5,3,1,1200-1400,    F  ,MCJ310,MCJ310,,
IASC1P00,TUT  1,3,1,1700-1800,   R   ,STH202,STH202,,
IASC1P01,LEC,2,1,1800-2100,   R   ,THSOS,THSOS,,BellJ
IASC1P01,LAB  1,2,1,1300-1500,  W    ,MCD205,MCD205,,
IASC1P01,LAB  2,2,1,1100-1300,  W    ,MCD205,MCD205,,
IASC1P01,LAB  3,2,1,1000-1200, T     ,MCD205,MCD205,,
IASC1P01,LAB  4,2,1,1600-1800,   R   ,MCD205,MCD205,,
IASC1P01,LAB  5,2,1,1600-1800,M      ,MCD205,MCD205,,
IASC1P01,LEC,3,1,1030-1200,M W    ,STH203,STH203,,BellJ
IASC1P01,LAB  1,3,1,900 -1100, T     ,MCD205,MCD205,,
IASC1P01,LAB  2,3,1,1500-1700, T     ,MCD205,MCD205,,
IASC1P01,LAB  3,3,1,1600-1800,   R   ,MCD205,MCD205,,
IASC1P01,LAB  4,3,1,1300-1500,  W    ,MCD205,MCD205,,
IASC1P02,ASY,2,1,,       ,ASYNC,ASYNC,,Bradshaw Jessica
IASC1P02,LAB  1,2,1,,       ,ASYNC,ASYNC,,
IASC1P02,LAB  2,2,1,,       ,ASYNC,ASYNC,,
IASC1P02,LAB  3,2,1,,       ,ASYNC,ASYNC,,
IASC1P03,BLD,3,1,,       ,ASYNC,ASYNC,,Lewis Tabitha
IASC1P03,LAB  1,3,1,900 -1200,  T    ,RFP203,RFP203,,
IASC1P04,ASY,2,1,,       ,ASYNC,ASYNC,,Christie Alexander
IASC1P04,LAB  1,2,1,,       ,ASYNC,ASYNC,,
IASC1P04,LAB  2,2,1,,       ,ASYNC,ASYNC,,
IASC1P05,LEC,3,1,1600-1800,  T    ,TH253,TH253,,Leipert Jeremy
IASC1P05,LAB  1,3,1,1400-1500,     F ,PLZ309,PLZ309,,
IASC1P05,LAB  2,3,1,800 -900 , M     ,PLZ309,PLZ309,,
IASC1P06,LEC,3,1,900 -1000,   W F ,STH202,STH202,,Cunnington Alisa
IASC1P06,SEM  1,3,1,1100-1200,  T    ,SYNC,SYNC,,
IASC1P06,SEM  2,3,1,1000-1100,  T    ,SYNC,SYNC,,
IASC1P06,SEM  3,3,1,1200-1300,  T    ,SYNC,SYNC,,
IASC1P06,SEM  4,3,1,1200-1300,   W   ,TH315,TH315,,
IASC1P06,SEM  5,3,1,1200-1300,     F ,MCG310,MCG310,,
IASC1P06,SEM  6,3,1,1200-1300, M     ,TH269C,TH269C,,
IASC1P06,SEM  7,3,1,900 -1000, M     ,PLZ411,PLZ411,,
IASC1P06,SEM  8,3,1,1000-1100, M     ,SYNC,SYNC,,
IASC1P10,SYN,2,1,1300-1500,    R  ,SYNCVLZ310,SYNC,VLZ310,Tanaka Alejandro
IASC1P10,LAB  1,2,1,1200-1400,  T    ,SYNCVLZ310,SYNC,VLZ310,
IASC1P30,LEC,2,1,,       ,ASYNC,ASYNC,,Krzywinska Agnieszka
IASC1P30,LAB  1,2,1,2000-2200,   W   ,SYNC,SYNC,,
IASC1P30,LEC,2,2,,       ,ASYNC,ASYNC,,Krzywinska Agnieszka
IASC1P30,LAB  1,2,2,1800-2000,   W   ,SYNC,SYNC,,
IASC1P50,ONM,2,1,1630-1800,M W    ,SYNC,SYNC,,Queiroz Dividino Renata
IASC1P50,SEM  1,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  2,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  3,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  4,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  5,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  6,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  7,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  8,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  9,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM 10,2,1,,       ,ASYNC,ASYNC,,
IASC1P50,ASY,2,2,,       ,ASYNC,ASYNC,,Radue Jonathan
IASC1P50,SEM  1,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  2,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  3,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  4,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  5,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  6,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  7,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  8,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  9,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM 10,2,2,,       ,ASYNC,ASYNC,,
IASC1P50,BLD,3,1,1800-2100,   R   ,STH204,STH204,,BorkPoling
IASC1P50,SEM  1,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  2,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  3,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  4,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  5,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  6,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  7,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  8,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  9,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,SEM 10,3,1,,       ,ASYNC,ASYNC,,
IASC1P50,BLD,3,2,1330-1500,M  R   ,TH325,TH325,,Queiroz Dividino Renata
IASC1P50,SEM  1,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  2,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  3,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  4,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  5,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  6,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  7,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  8,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM  9,3,2,,       ,ASYNC,ASYNC,,
IASC1P50,SEM 10,3,2,,       ,ASYNC,ASYNC,,
IASC1P93,LEC,3,1,800 -930 ,M   F  ,STH201,STH201,,Li Yifeng
IASC1P93,LAB  1,3,1,1100-1300,  W    ,MCJ310,MCJ310,,
IASC1P93,LAB  2,3,1,1100-1300,M      ,MCJ310,MCJ310,,
IASC1P93,TUT  1,3,1,900 -1000,   R   ,ST107,ST107,,
IASC1P95,SYN,2,4,900 -1500, T     ,SYNCVWS133,SYNC,VWS133,Cerquera Benjumea Gustavo
IASC1P95,SYN,2,5,1700-2200, T     ,SYNCVWS133,SYNC,VWS133,Cerquera Benjumea Gustavo
IASC1P95,SYN,2,6,900 -1500,    F  ,VWS133SYNC,VWS133,SYNC,Cerquera Benjumea Gustavo
IASC1P96,LAB,3,1,900 -1500, T     ,MWS151,MWS151,,St Marie Denise
IASC1P96,LAB,3,2,1700-2200, T     ,MWS151,MWS151,,Walker Timothy
IASC1P96,LAB,3,3,900 -1500,    F  ,MWS151,MWS151,,St Marie Denise
IASC1Q98,LEC,3,1,1500-1630,M W    ,PACFHMWS156,PACFH,MWS156,Cadotte Emily-Anne
IASC1Q98,ASY,3,2,,       ,ASYNC,ASYNC,,Patterson Kristin
IASC1Q99,BLD,2,1,1500-1630,M W    ,PACFHMWS156,PACFH,MWS156,Steer Linda
IASC1Q99,ASY,2,2,,       ,ASYNC,ASYNC,,Patterson Kristin
IASC2F27,LEC,1,1,1800-2100,M      ,MCA203,MCA203,,Bonnett John
IASC2P01,ASY,2,1,,       ,ASYNC,ASYNC,,Christie Alexander
IASC2P01,SEM  1,2,1,,       ,ASYNC,ASYNC,,
IASC2P01,SEM  2,2,1,,       ,ASYNC,ASYNC,,
IASC2P01,SEM  3,2,1,,       ,ASYNC,ASYNC,,
IASC2P01,SEM  4,2,1,,       ,ASYNC,ASYNC,,
IASC2P01,SEM  5,2,1,,       ,ASYNC,ASYNC,,
IASC2P02,LEC,3,1,1100-1300,  T    ,WH8G,WH8G,,Mauro Aaron
IASC2P02,LAB  1,3,1,900 -1000,  T    ,PLZ309,PLZ309,,
IASC2P03,BLD,2,1,,       ,ASYNC,ASYNC,,Mauro Aaron
IASC2P03,LAB  1,2,1,800 -1000,  T    ,TH269J,TH269J,,
IASC2P03,LAB  2,2,1,1300-1500,  T    ,TH269J,TH269J,,
IASC2P04,LEC,2,1,900 -1100,     F ,TH253,TH253,,HawreliakJason
IASC2P04,TUT  1,2,1,1400-1500,    R  ,TH269C,TH269C,,
IASC2P04,TUT  2,2,1,1200-1300,  T    ,TH269C,TH269C,,
IASC2P05,LEC,3,1,900 -1100,     F ,TH255,TH255,,Leipert Jeremy
IASC2P05,TUT  1,3,1,1200-1300,  T    ,TH269C,TH269C,,
IASC2P05,TUT  2,3,1,1000-1100,    R  ,TH269C,TH269C,,
IASC2P06,LAB,3,1,1500-1700,   W   ,TH269J,TH269J,,Ferguson Michael
IASC2P06,LAB  1,3,1,1500-1700,     F ,TH269J,TH269J,,
IASC2P07,LEC,2,1,800 -1000,M      ,STH203,STH203,,Hewitt Christopher
IASC2P07,LAB  1,2,1,1100-1300,M      ,CRN217,CRN217,,
IASC2P07,LAB  3,2,1,1600-1800,   R   ,CRN217,CRN217,,
IASC2P07,LAB  4,2,1,1600-1800, T     ,CRN217,CRN217,,
IASC2P07,LAB  5,2,1,1300-1500,  W    ,CRN217,CRN217,,
IASC2P07,LAB  6,2,1,1500-1700,  W    ,CRN217,CRN217,,
IASC2P07,LAB  7,2,1,1600-1800,M      ,CRN217,CRN217,,
IASC2P08,LEC,1,1,1300-1600, M     ,TH253,TH253,,HawreliakJason
IASC2P15,LEC,3,1,1500-1600, T R   ,STH202,STH202,,Howey Ann
IASC2P15,SEM  1,3,1,1300-1400,    F  ,GLA212,GLA212,,
IASC2P15,SEM  2,3,1,1600-1700,M      ,EA105,EA105,,
IASC2P15,SEM  3,3,1,1700-1800,M      ,GLB114,GLB114,,
IASC2P15,SEM  4,3,1,1700-1800,  W    ,GLB112,GLB112,,
IASC2P15,SEM  5,3,1,1600-1700, T     ,TH149,TH149,,
IASC2P15,SEM  6,3,1,1300-1400, T     ,EA106,EA106,,
IASC2P28,SYN,3,1,1800-2100,M      ,SYNC,SYNC,,PendakisAndrew
IASC2P70,LEC,2,1,1600-1730, T  F  ,GLA164,GLA164,,Conley Tim
IASC2P70,LEC,3,1,900 -1030,M  R   ,GLA164,GLA164,,Conley Tim
IASC2P89,LEC,2,1,800 -930 ,  W F  ,STH204,STH204,,Emami Ali
IASC2P89,LAB  1,2,1,1100-1300,M      ,MCJ310,MCJ310,,
IASC2P89,LAB  2,2,1,1800-2000,M      ,MCJ310,MCJ310,,
IASC2P89,LAB  3,2,1,1800-2000, T     ,MCJ310,MCJ310,,
IASC2P89,LAB  4,2,1,900 -1100,   R   ,MCJ310,MCJ310,,
IASC2P89,LAB  5,2,1,1400-1600,  W    ,MCJ310,MCJ310,,
IASC2P89,LAB  6,2,1,800 -1000, T     ,MCJ310,MCJ310,,
IASC2P89,LAB  7,2,1,1200-1400,    F  ,MCJ310,MCJ310,,
IASC2P91,ONM,2,1,,       ,ASYNC,ASYNC,,SmithKaren
IASC2P91,SEM  1,2,1,1100-1200,M      ,SYNC,SYNC,,
IASC2P91,SEM  2,2,1,1000-1100,M      ,SYNC,SYNC,,
IASC2P91,SEM  3,2,1,900 -1000,M      ,SYNC,SYNC,,
IASC2P91,SEM  4,2,1,1200-1300,M      ,SYNC,SYNC,,
IASC2P91,SEM  5,2,1,1000-1100,    F  ,SYNC,SYNC,,
IASC2P91,SEM  6,2,1,1200-1300, T     ,SYNC,SYNC,,
IASC2P91,SEM  7,2,1,1200-1300,   R   ,SYNC,SYNC,,
IASC2P91,SEM  8,2,1,900 -1000,  W    ,SYNC,SYNC,,
IASC2P91,SEM  9,2,1,1300-1400,  W    ,SYNC,SYNC,,
IASC2P93,ASY,2,1,,       ,ASYNC,ASYNC,,Bruce Ryan
IASC2P97,LAB,2,1,900 -1500,   R   ,MWS147MWS133,MWS147,MWS133,SzokeD
IASC2P97,LAB,2,1,900 -1500,   R   ,MWS147MWS133,MWS147,MWS133,SzokeD
IASC2P97,LAB2,2,1,900 -1500,   R   ,PACFH,PACFH,,
IASC2P97,LAB2,2,1,900 -1500,   R   ,PACFH,PACFH,,
IASC2P99,LAB,2,1,1700-2200,  W    ,MWS133MWS147,MWS133,MWS147,Holten-AndersenM
IASC3F02,LEC,1,1,1100-1300, M     ,TH269J,TH269J,,Mauro Aaron
IASC3F02,LAB  1,1,1,1100-1400,     F ,TH269J,TH269J,,
IASC3F91,LAB,1,1,1800-2000,    R  ,ST105,ST105,,Wiegand Tobias / Thiessen Adrian
IASC3F91,LAB  1,1,1,1600-1800,    R  ,PLZ310VLZ310,PLZ310,VLZ310,
IASC3F93,SYN,1,1,800 -1100,     F ,SYNC,SYNC,,Bonnett John
IASC3P01,ASY,2,1,,       ,ASYNC,ASYNC,,Huisman Marlie
IASC3P04,ASY,2,1,,       ,ASYNC,ASYNC,,Howe Justin / Leipert Jeremy
IASC3P04,LAB  1,2,1,,       ,ASYNC,ASYNC,,
IASC3P04,LAB  2,2,1,,       ,ASYNC,ASYNC,,
IASC3P05,LEC,2,1,800 -1000,    F  ,STH201,STH201,,TurnerKevin
IASC3P05,LAB  1,2,1,900 -1100,  W    ,CRN217,CRN217,,
IASC3P05,LAB  2,2,1,800 -1000,   R   ,CRN217,CRN217,,
IASC3P06,LEC,3,1,900 -1100, M     ,ST107,ST107,,HawreliakJason
IASC3P06,TUT  1,3,1,1800-1900,   W   ,TH269CTH269J,TH269C,TH269J,
IASC3P06,TUT  2,3,1,1500-1600, M     ,TH269JTH269C,TH269J,TH269C,
IASC3P10,LAB,3,1,900 -1200,  W    ,PACFH,PACFH,,SzokeD
IASC3P10,LAB,3,1,900 -1200,  W    ,PACFH,PACFH,,SzokeD
IASC3P10,LAB2,3,1,1200-1500,  W    ,MWS133VWS133,MWS133,VWS133,SzokeD
IASC3P10,LAB2,3,1,1200-1500,  W    ,MWS133VWS133,MWS133,VWS133,SzokeD
IASC3P10,LAB3,3,1,1200-1500,  W    ,MWS147,MWS147,,
IASC3P10,LAB3,3,1,1200-1500,  W    ,MWS147,MWS147,,
IASC3P10,LAB,3,2,900 -1200,   R   ,PACFH,PACFH,,SzokeD
IASC3P10,LAB,3,2,900 -1200,   R   ,PACFH,PACFH,,SzokeD
IASC3P10,LAB2,3,2,1200-1500,   R   ,VWS133MWS133,VWS133,MWS133,SzokeD
IASC3P10,LAB2,3,2,1200-1500,   R   ,VWS133MWS133,VWS133,MWS133,SzokeD
IASC3P10,LAB3,3,2,1200-1500,   R   ,MWS147,MWS147,,
IASC3P10,LAB3,3,2,1200-1500,   R   ,MWS147,MWS147,,
IASC3P11,LAB,3,1,1800-2200, M     ,TH141,TH141,,Ferguson Michael
IASC3P15,BLD,3,1,800 -1100,  W    ,PLZ308,PLZ308,,Danahay Martin
IASC3P26,LEC,3,1,1000-1300,   R   ,TH240,TH240,,Gillespie Greg E
IASC3P28,LEC,2,1,900 -1200,  W    ,GLA164,GLA164,,Coskan-Johnson Gale
IASC3P90,LEC,3,1,1400-1700, T     ,TH256,TH256,,Bradley Dale
IASC3P92,LEC,3,1,800 -930 ,   R   ,GSB305,GSB305,,Bradley Dale
IASC3P92,LEC,3,1,800 -930 ,   R   ,GSB305,GSB305,,Bradley Dale
IASC3P92,LEC2,3,1,1100-1230, T     ,GSB305,GSB305,,Bradley Dale
IASC3P92,LEC2,3,1,1100-1230, T     ,GSB305,GSB305,,Bradley Dale
IASC3P93,LEC,2,1,800 -1100, T     ,MCC405,MCC405,,Brown David Timothy
IASC3P94,LEC,3,1,930 -1100, T  F  ,STH216,STH216,,Bockus Dave F
IASC3P94,SEM  1,3,1,1700-1900, T     ,MCJ209,MCJ209,,
IASC3P94,SEM  2,3,1,1100-1300,    F  ,MCD301,MCD301,,
IASC3P94,SEM  3,3,1,1000-1200,  W    ,MCJ209,MCJ209,,
IASC3P94,SEM  4,3,1,1600-1800,   R   ,PLZ308,PLZ308,,
IASC3P95,INT,2,1,,       ,TBS,TBS,,HawreliakJason
IASC3P95,INT,3,1,,       ,TBS,TBS,,HawreliakJason
IASC3P96,ONM,2,1,,       ,ASYNC,ASYNC,,Howe Justin / Contant Nicholas
IASC3P96,TUT  1,2,1,1800-2000, M     ,SYNC,SYNC,,
IASC3P96,TUT  2,2,1,2000-2200, M     ,SYNC,SYNC,,
IASC3P97,LAB,3,1,1600-1800, M     ,STH201,STH201,,Thiessen Adrian
IASC3P97,LAB  1,3,1,1500-1700,  T    ,TH241,TH241,,
IASC3P98,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
IASC3P98,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
IASC3P99,PRO,2,1,Project Course,       ,TBS,TBS,,See dept.
IASC3P99,PRO,3,1,Project Course,       ,TBS,TBS,,See dept.
IASC3Q90,LEC,1,1,1300-1600, M     ,TH253,TH253,,HawreliakJason
IASC3Q99,LAB,3,1,1700-2200,  W    ,MWS133VWS133,MWS133,VWS133,Holten-AndersenM
IASC3Q99,LAB,3,1,1700-2200,  W    ,MWS133VWS133,MWS133,VWS133,Holten-AndersenM
IASC3Q99,LAB2,3,1,1700-2200,  W    ,MWS147,MWS147,,
IASC3Q99,LAB2,3,1,1700-2200,  W    ,MWS147,MWS147,,
IASC4F01,PRO,1,1,Project Course,       ,TBS,TBS,,See dept.
IASC4F03,LEC,1,1,1700-1900,  T    ,TH269C,TH269C,,Ferguson Michael
IASC4F03,LAB  1,1,1,1900-2200,  T    ,TH269ATH269B,TH269A,TH269B,
IASC4F03,LEC,1,2,1100-1300,     F ,TH269C,TH269C,,Brown Thomas
IASC4F03,LAB  1,1,2,1900-2200,  T    ,TH269GTH269C,TH269G,TH269C,
IASC4F03,LEC,1,3,1600-1800,   W   ,TH269C,TH269C,,Evans Ericka
IASC4F03,LAB  1,1,3,1900-2200,   W   ,TH269ATH269B,TH269A,TH269B,
IASC4F03,LAB2 1,1,3,1900-2200,   W   ,TH269C,TH269C,,
IASC4L00,SYN,1,1,900 -1300, M     ,SYNC,SYNC,,Christie Alexander / Howe Justin
IASC4L00,LAB  1,1,1,900 -1200,   W   ,SYNC,SYNC,,
IASC4L00,LAB2 1,1,1,1300-1600,   W   ,SYNC,SYNC,,
IASC4P01,BLD,2,1,1330-1500,M      ,MWS156,MWS156,,Cunnington Alisa
IASC4P02,BLD,3,1,1200-1300,   W   ,SYNC,SYNC,,HawreliakJason
IASC4P02,LAB  1,3,1,2000-2200,    R  ,TH269CTH269G,TH269C,TH269G,
IASC4P02,LAB  2,3,1,1700-1900,    R  ,TH269CTH269G,TH269C,TH269G,
IASC4P02,LAB  3,3,1,1900-2100, M     ,TH269C,TH269C,,
IASC4P62,ONM,2,1,1300-1600,    F  ,SYNC,SYNC,,Bajovic Mirjana
IASC4P62,LEC,3,1,1300-1600,    F  ,TH246,TH246,,Bajovic Mirjana
INDG1F01,LEC,1,1,1800-2100,   W   ,WH303,WH303,,Henhawk John
INDG1F03,BLD,1,1,1000-1300,     F ,TH147,TH147,,Henry Stanley
INDG1F90,LEC,1,1,1800-2100,  T    ,WH303,WH303,,VanSickle Sherri
INDG1F90,BLD,1,3,1500-1800,   W   ,SYNC,SYNC,,Longboat Catherine
INDG1F94,BLD,1,2,1400-1700,    R  ,SYNC,SYNC,,Longboat Catherine
INDG2F80,BLD,1,1,1500-1800,  T    ,SYNC,SYNC,,Longboat Catherine
INDG2F95,ASY,1,1,,       ,ASYNC,ASYNC,,VanSickle Sherri
INDG2F95,ASY,1,2,,       ,,,,Powless April
INDG2F96,LEC,1,1,800 -1100,    R  ,WH303,WH303,,Stevens Andrew
INDG2P50,LEC,2,1,1000-1300,  T    ,WH303,WH303,,Stevens Andrew
INDG2P50,LEC,2,2,1800-2100, M     ,WH303,WH303,,Martin Jeannie
INDG2P51,LEC,3,1,1800-2100, M     ,WH303,WH303,,Martin Jeannie
INDG2P51,LEC,3,2,800 -1100,     F ,WH303,WH303,,Stevens Andrew
INDG2P91,LEC,3,1,1800-2100,   W   ,TH147,TH147,,Staats Jesse
INDG2P96,LAB,1,1,1830-2130, T     ,MWS251,MWS251,,Alvis Cole
INDG3P47,LEC,2,1,1800-2100,  T    ,TH147,TH147,,Brant Jennifer
INDG3P81,LEC,3,1,1800-2100, M     ,TH147,TH147,,Brant Jennifer
INDG3P85,LEC,3,1,1800-2100,  T    ,TH147,TH147,,Trudeau Lynn
INDG3Q90,SEM,2,1,1900-2200,M      ,TH149,TH149,,Francis Margot
INDG3Q97,SYN,3,1,900 -1200,    F  ,SYNC,SYNC,,Bourgeois Robyn
INDG4P76,SEM,2,1,1300-1600, T     ,ST105,ST105,,Francis Margot
ITAL1F00,BLD,1,1,1600-1700,     F ,SYNC,SYNC,,Soligo Luciano
ITAL1F00,BLD2,1,1,1600-1800,   W   ,PLZ309,PLZ309,,Soligo Luciano
ITAL1F00,BLD,1,2,1400-1500,     F ,SYNC,SYNC,,Soligo Luciano
ITAL1F00,BLD2,1,2,1400-1600,   W   ,PLZ309,PLZ309,,Soligo Luciano
ITAL1F00,SYN,1,3,1800-1900, M     ,SYNC,SYNC,,Granata Joanne
ITAL1F00,SYN2,1,3,1800-2000,   W   ,SYNC,SYNC,,Granata Joanne
ITAL1F90,BLD,1,1,1800-2000,    R  ,EA102,EA102,,Sutton Violetta Alexandra
ITAL1F90,TUT  1,1,1,1600-1800,  T    ,SYNC,SYNC,,
ITAL1P96,BLD,2,1,1000-1200, M     ,EA102,EA102,,Caselli Elena
ITAL2F00,BLD,1,1,1900-2100,  T    ,SYNC,SYNC,,Sutton Violetta Alexandra
ITAL2F00,TUT  1,1,1,2000-2200,    R  ,EA102,EA102,,
ITAL2P80,LEC,3,1,1800-2100,   W   ,STH215,STH215,,Gallippi Franco
ITAL2P90,LEC,3,1,1100-1230,  T  F ,MCC400,MCC400,,Caselli Elena
ITAL2P92,ASY,3,2,,       ,ASYNC,ASYNC,,Bogdanski Candice
ITAL2P96,BLD,2,1,1000-1200, M     ,EA102,EA102,,Caselli Elena
ITAL2P97,LEC,3,1,1200-1300,M  R   ,TH243,TH243,,Carter Michael
ITAL2P97,SEM  1,3,1,1700-1800, T     ,WH327,WH327,,
ITAL2P97,SEM  2,3,1,900 -1000,    F  ,GLB121,GLB121,,
ITAL2P97,SEM  3,3,1,1000-1100,    F  ,GLB121,GLB121,,
ITAL2P97,SEM  4,3,1,1100-1200,   R   ,TH315,TH315,,
ITAL2P97,SEM  5,3,1,1100-1200,M      ,MCC401,MCC401,,
ITAL2P97,SEM  6,3,1,1200-1300,  W    ,EA104,EA104,,
ITAL2Q96,LEC,2,1,1700-1800,M  R   ,STH204,STH204,,Reeves Jonathan
ITAL2Q96,SEM  1,2,1,1000-1100,  W    ,TH269C,TH269C,,
ITAL2Q96,SEM  2,2,1,1400-1500,    F  ,EA103,EA103,,
ITAL2Q96,SEM  3,2,1,1400-1500, T     ,EA104,EA104,,
ITAL2Q96,SEM  6,2,1,1600-1700, T     ,GLB107,GLB107,,
ITAL3P22,LEC,2,1,1100-1230, T  F  ,GSB405,GSB405,,Brundrett Nadine
ITAL3P23,LEC,3,1,1300-1430, T  F  ,TH240,TH240,,Brundrett Nadine
ITAL3P93,LEC,2,1,1800-2100,   W   ,GSB307,GSB307,,Virgulti Ernesto
ITIS1P97,SYN,2,1,1700-1900,   W   ,SYNC,SYNC,,Yuan Shuai
ITIS1P97,LAB  1,2,1,1200-1300,    R  ,SYNC,SYNC,,
ITIS1P97,LAB  2,2,1,1300-1400,    R  ,SYNC,SYNC,,
ITIS1P97,SYN,2,2,1600-1800,    R  ,SYNC,SYNC,,Yuan Shuai
ITIS1P97,LAB  1,2,2,1600-1700, M     ,SYNC,SYNC,,
ITIS1P97,LAB  2,2,2,1700-1800, M     ,SYNC,SYNC,,
ITIS1P97,SYN,2,3,1000-1200,     F ,SYNC,SYNC,,Mengesha Nigussie
ITIS1P97,LAB  1,2,3,1600-1700,    R  ,SYNC,SYNC,,
ITIS1P97,LAB  2,2,3,1700-1800,    R  ,SYNC,SYNC,,
